Geneid	WT_1	WT_2	DEL_slyA_1	DEL_slyA_2
BW25113_RS20340	14	11	8	8
BW25113_RS20345	7	9	2	5
BW25113_RS20350	16	17	8	13
BW25113_RS20355	28	23	13	18
BW25113_RS20360	31	35	27	27
BW25113_RS20365	116	140	48	43
BW25113_RS20370	800	797	268	239
BW25113_RS20375	200	188	62	80
BW25113_RS20380	61	55	42	38
BW25113_RS20385	29	36	49	47
BW25113_RS20390	27	24	42	34
BW25113_RS20395	219	200	548	519
BW25113_RS20400	68	80	164	185
BW25113_RS20405	58	46	35	41
BW25113_RS20410	55	58	31	51
BW25113_RS20415	51	51	40	49
BW25113_RS20420	128	108	83	74
BW25113_RS20425	18	8	13	10
BW25113_RS20430	21	20	19	18
BW25113_RS20435	29	24	17	20
BW25113_RS20440	57	53	43	57
BW25113_RS26435	1	1	0	2
BW25113_RS20450	10	14	12	10
BW25113_RS20455	1039	1042	1272	1181
BW25113_RS20460	19	31	30	28
BW25113_RS20465	5	8	8	7
BW25113_RS20475	52	56	42	32
BW25113_RS20480	21	22	13	13
BW25113_RS20485	34	29	24	29
BW25113_RS20490	13	13	11	9
BW25113_RS20495	4	3	0	2
BW25113_RS20500	23	19	20	20
BW25113_RS20505	7	13	5	8
BW25113_RS20510	2	2	2	1
BW25113_RS20515	15	15	6	10
BW25113_RS20520	34	28	40	33
BW25113_RS20525	212	214	183	210
BW25113_RS20535	43	52	46	42
BW25113_RS20540	36	23	35	28
BW25113_RS20545	27	33	28	31
BW25113_RS20550	31	32	35	32
BW25113_RS20555	89	74	90	80
BW25113_RS20560	196	176	124	111
BW25113_RS20565	64	69	60	44
BW25113_RS20570	38	41	20	25
BW25113_RS20575	56	51	48	43
BW25113_RS20580	161	121	131	101
BW25113_RS20585	36	39	22	14
BW25113_RS20590	140	154	114	116
BW25113_RS20595	10	7	3	5
BW25113_RS20600	1203	1133	1133	1170
BW25113_RS20605	3	3	4	4
BW25113_RS20610	49	45	32	29
BW25113_RS20615	40	44	24	28
BW25113_RS20620	22	20	33	18
BW25113_RS20630	7	11	5	3
BW25113_RS20635	78	64	29	29
BW25113_RS20640	21	19	11	9
BW25113_RS20645	77	101	54	54
BW25113_RS20650	859	859	673	599
BW25113_RS20655	102	90	100	75
BW25113_RS20660	103	101	119	95
BW25113_RS20665	690	680	683	713
BW25113_RS20670	1317	1326	1443	1376
BW25113_RS20675	1194	1315	1219	1243
BW25113_RS20680	579	563	561	572
BW25113_RS20685	1601	1743	2097	2043
BW25113_RS20690	1247	1249	1795	1746
BW25113_RS20695	14	11	17	9
BW25113_RS20700	11	13	13	11
BW25113_RS20705	11	7	7	7
BW25113_RS20710	1	4	0	2
BW25113_RS20715	7	8	7	9
BW25113_RS20720	10	8	6	5
BW25113_RS20725	31	29	32	43
BW25113_RS20730	14	13	31	20
BW25113_RS20735	16	14	8	15
BW25113_RS20740	56	53	35	33
BW25113_RS20745	32	21	16	23
BW25113_RS20750	30	29	31	20
BW25113_RS20755	135	173	129	151
BW25113_RS20760	19	21	12	24
BW25113_RS20765	11	1	7	9
BW25113_RS20770	33	42	25	22
BW25113_RS20775	42	45	23	13
BW25113_RS20780	50	40	20	20
BW25113_RS20785	56	57	25	26
BW25113_RS20790	192	165	117	139
BW25113_RS20795	3	2	1	5
BW25113_RS20800	100	96	112	91
BW25113_RS20805	3	0	1	0
BW25113_RS20810	3	2	3	1
BW25113_RS20815	5	7	8	6
BW25113_RS20820	13	12	11	17
BW25113_RS20825	222	199	132	124
BW25113_RS20830	86	107	89	88
BW25113_RS20835	33	31	20	30
BW25113_RS20840	14	6	9	9
BW25113_RS20845	97	89	55	56
BW25113_RS20850	152	123	93	100
BW25113_RS20855	44	39	34	32
BW25113_RS20860	85	67	70	45
BW25113_RS20865	25	25	20	23
BW25113_RS20870	15	13	16	20
BW25113_RS20875	21	32	40	34
BW25113_RS20880	203	184	172	191
BW25113_RS20885	2	1	3	3
BW25113_RS20890	6	3	2	5
BW25113_RS20895	7	6	5	6
BW25113_RS20900	19	24	17	25
BW25113_RS25330	5	2	5	2
BW25113_RS25900	0	1	4	1
BW25113_RS20920	5	4	1	3
BW25113_RS20925	15	18	12	15
BW25113_RS20930	56	54	40	46
BW25113_RS20935	110	97	78	87
BW25113_RS20940	405	381	566	609
BW25113_RS20950	90	103	88	98
BW25113_RS20955	457	445	545	515
BW25113_RS20960	195	209	186	171
BW25113_RS20975	44	44	23	27
BW25113_RS20980	42	40	43	33
BW25113_RS20985	195	202	113	112
BW25113_RS20990	14	12	11	8
BW25113_RS20995	138	121	100	106
BW25113_RS21000	34	39	39	26
BW25113_RS21005	9	12	6	5
BW25113_RS21010	24	28	12	13
BW25113_RS21025	52	52	42	44
BW25113_RS21030	4	6	3	2
BW25113_RS21035	32	29	26	30
BW25113_RS21040	101	84	64	88
BW25113_RS21045	51	63	53	62
BW25113_RS21050	47	29	36	29
BW25113_RS26020	3	3	4	2
BW25113_RS21060	79	85	53	32
BW25113_RS21065	43	57	21	24
BW25113_RS21070	27	24	16	13
BW25113_RS21075	349	369	297	256
BW25113_RS21080	55	39	38	54
BW25113_RS21085	11	16	12	8
BW25113_RS21090	16	17	14	12
BW25113_RS21095	12	18	9	11
BW25113_RS21100	5	8	8	2
BW25113_RS21105	34	26	18	21
BW25113_RS21110	35	33	37	22
BW25113_RS21115	7	2	5	10
BW25113_RS21120	31	27	24	20
BW25113_RS21125	10	10	8	8
BW25113_RS21130	111	109	87	78
BW25113_RS21135	251	236	103	77
BW25113_RS21140	76	91	31	14
BW25113_RS21145	74	91	37	29
BW25113_RS21150	147	140	54	57
BW25113_RS21155	72	92	46	36
BW25113_RS21160	25	10	13	11
BW25113_RS21165	17	19	11	9
BW25113_RS21170	62	69	48	61
BW25113_RS21175	17	28	16	17
BW25113_RS21180	72	68	59	47
BW25113_RS21190	15	5	7	9
BW25113_RS21195	18	17	21	21
BW25113_RS21200	4	7	10	7
BW25113_RS21205	1	2	2	1
BW25113_RS21210	16	14	25	22
BW25113_RS21215	21	12	13	13
BW25113_RS21220	7	13	14	11
BW25113_RS21225	5	14	18	16
BW25113_RS21230	22	17	18	16
BW25113_RS21235	19	11	11	12
BW25113_RS21240	31	30	18	27
BW25113_RS21245	10	16	13	10
BW25113_RS21250	8	2	9	11
BW25113_RS21255	8	12	11	5
BW25113_RS21260	4	3	4	5
BW25113_RS21265	6	4	2	1
BW25113_RS21270	12	10	7	6
BW25113_RS21275	7	12	2	6
BW25113_RS21280	4	9	8	6
BW25113_RS21285	5	8	6	6
BW25113_RS21290	3	10	8	10
BW25113_RS21295	3	5	5	1
BW25113_RS21300	5	4	3	0
BW25113_RS21305	4	5	5	5
BW25113_RS21315	10	10	5	5
BW25113_RS21320	4	3	5	5
BW25113_RS21325	3	9	4	0
BW25113_RS21330	12	13	12	19
BW25113_RS21335	32	33	33	38
BW25113_RS21340	21	13	13	16
BW25113_RS21345	166	191	275	307
BW25113_RS21350	5	2	6	6
BW25113_RS21355	34	28	26	24
BW25113_RS21360	13	14	12	16
BW25113_RS21365	14	20	9	14
BW25113_RS21370	17	20	12	13
BW25113_RS21375	9	6	7	5
BW25113_RS21380	40	29	26	36
BW25113_RS21385	16	13	9	15
BW25113_RS21395	17	25	18	22
BW25113_RS21400	19	26	16	19
BW25113_RS21405	16	13	6	14
BW25113_RS21410	86	100	54	60
BW25113_RS21415	51	49	53	41
BW25113_RS21425	23	26	13	10
BW25113_RS21430	35	44	43	28
BW25113_RS21435	10	4	2	9
BW25113_RS21440	14	11	9	8
BW25113_RS21445	5	4	1	5
BW25113_RS21450	3	3	3	0
BW25113_RS21455	328	303	237	270
BW25113_RS21460	12	19	12	11
BW25113_RS21465	33	28	27	22
BW25113_RS21470	34	19	31	24
BW25113_RS21475	20	12	26	20
BW25113_RS21480	5	8	10	2
BW25113_RS21485	34	29	27	32
BW25113_RS21490	57	65	55	56
BW25113_RS21495	12	11	12	9
BW25113_RS21500	615	660	452	440
BW25113_RS21505	3123	3033	2057	1846
BW25113_RS21510	19	14	23	21
BW25113_RS21515	28	21	33	28
BW25113_RS21520	166	158	215	218
BW25113_RS21525	628	622	927	916
BW25113_RS21530	37	37	37	29
BW25113_RS21535	15	15	18	19
BW25113_RS21540	29	23	24	13
BW25113_RS21545	52	44	31	47
BW25113_RS21550	3	2	5	4
BW25113_RS21555	9	6	11	1
BW25113_RS21560	10	9	6	9
BW25113_RS21565	17	7	9	8
BW25113_RS21570	68	80	43	35
BW25113_RS21575	229	229	135	111
BW25113_RS21580	303	315	141	157
BW25113_RS21585	691	720	356	348
BW25113_RS21590	1607	1605	849	822
BW25113_RS21595	25	19	19	22
BW25113_RS21600	21	20	15	21
BW25113_RS21605	3	4	4	0
BW25113_RS21610	1	5	2	2
BW25113_RS21615	68	61	48	46
BW25113_RS21620	96	86	93	86
BW25113_RS21625	93	109	92	112
BW25113_RS21630	25	24	18	20
BW25113_RS21635	6	7	6	5
BW25113_RS21640	1	2	0	1
BW25113_RS21645	4	3	2	7
BW25113_RS25810	0	0	0	1
BW25113_RS21650	43	37	31	36
BW25113_RS21655	36	43	42	34
BW25113_RS21660	13	10	11	11
BW25113_RS21665	62	55	46	41
BW25113_RS21670	149	156	103	103
BW25113_RS21675	338	331	599	592
BW25113_RS21680	167	149	249	279
BW25113_RS21685	203	204	296	262
BW25113_RS21690	229	241	323	318
BW25113_RS21695	179	181	246	238
BW25113_RS21700	9	5	6	7
BW25113_RS21705	229	212	247	212
BW25113_RS21710	168	182	151	137
BW25113_RS21715	991	1042	1061	1003
BW25113_RS21720	59	81	86	71
BW25113_RS21725	3	7	1	4
BW25113_RS21730	5	9	7	5
BW25113_RS21735	5	6	4	3
BW25113_RS21740	2	6	2	4
BW25113_RS21745	5	10	1	5
BW25113_RS21750	12	10	11	10
BW25113_RS21755	22	23	12	14
BW25113_RS21760	42	46	19	20
BW25113_RS21765	46	66	20	18
BW25113_RS21770	16	18	12	13
BW25113_RS21775	12	6	6	7
BW25113_RS21780	7	10	9	12
BW25113_RS21785	10	7	12	14
BW25113_RS21790	5	4	5	1
BW25113_RS21795	6	5	4	3
BW25113_RS21800	5	7	5	5
BW25113_RS21805	10	6	5	9
BW25113_RS21810	12	9	12	9
BW25113_RS21815	2	1	2	1
BW25113_RS21825	617	614	837	824
BW25113_RS21830	403	389	555	536
BW25113_RS21835	246	232	364	302
BW25113_RS21840	312	273	402	377
BW25113_RS21845	2	1	3	0
BW25113_RS21855	30	37	45	43
BW25113_RS21860	35	32	41	42
BW25113_RS21865	54	62	43	50
BW25113_RS21870	12	13	10	6
BW25113_RS21875	10	8	7	10
BW25113_RS21880	17	15	12	8
BW25113_RS21885	6	8	3	6
BW25113_RS21890	69	77	55	60
BW25113_RS21895	30	19	23	28
BW25113_RS21900	1	1	1	6
BW25113_RS21905	17	15	12	13
BW25113_RS21910	25	14	19	27
BW25113_RS21915	45	24	15	18
BW25113_RS21920	16	20	16	24
BW25113_RS21930	37	43	36	21
BW25113_RS21935	119	92	73	74
BW25113_RS21940	20	22	17	15
BW25113_RS21945	2	8	1	6
BW25113_RS21950	4	5	3	4
BW25113_RS21955	106	95	120	91
BW25113_RS21960	28	23	18	18
BW25113_RS21965	16	20	21	17
BW25113_RS21970	7	8	10	8
BW25113_RS21975	10	17	15	10
BW25113_RS21980	62	48	44	42
BW25113_RS21985	85	77	76	78
BW25113_RS21990	53	46	39	45
BW25113_RS21995	75	74	71	64
BW25113_RS22000	19	29	26	26
BW25113_RS22005	43	33	28	12
BW25113_RS22010	322	327	217	192
BW25113_RS22015	468	461	275	233
BW25113_RS22020	652	677	717	739
BW25113_RS22025	17	17	12	18
BW25113_RS25815	20	19	13	12
BW25113_RS22030	235	239	197	172
BW25113_RS22035	51	60	52	48
BW25113_RS22040	7	6	4	7
BW25113_RS22045	18	12	10	10
BW25113_RS22050	2	4	4	1
BW25113_RS22060	4	3	6	8
BW25113_RS22065	16	16	11	4
BW25113_RS22070	8	11	14	14
BW25113_RS22075	235	221	188	162
BW25113_RS22080	67	71	49	41
BW25113_RS22085	24	26	25	27
BW25113_RS22090	71	74	74	81
BW25113_RS22095	9	10	8	7
BW25113_RS22100	1	12	9	8
BW25113_RS22105	220	220	215	200
BW25113_RS22110	23	19	21	31
BW25113_RS22115	105	110	95	91
BW25113_RS26275	6	4	6	9
BW25113_RS22120	57	62	74	69
BW25113_RS22125	69	63	54	39
BW25113_RS22130	28	27	24	23
BW25113_RS22135	20	15	10	17
BW25113_RS22140	20	12	17	18
BW25113_RS22145	6	10	8	9
BW25113_RS22150	18	12	11	8
BW25113_RS22155	5	8	5	5
BW25113_RS22160	29	22	9	24
BW25113_RS22165	5	6	2	8
BW25113_RS22170	41	35	35	27
BW25113_RS22180	1	1	1	0
BW25113_RS22210	32	25	28	15
BW25113_RS22215	16	14	13	5
BW25113_RS22220	26	24	13	23
BW25113_RS25360	0	0	1	2
BW25113_RS22225	2	4	3	2
BW25113_RS25825	5	6	0	4
BW25113_RS22240	1	1	0	0
BW25113_RS25830	2	7	4	2
BW25113_RS22260	13	11	7	10
BW25113_RS22265	16	11	12	10
BW25113_RS22270	12	11	11	10
BW25113_RS22275	21	23	36	31
BW25113_RS22280	99	105	97	115
BW25113_RS22285	7	10	9	11
BW25113_RS22290	9	6	9	11
BW25113_RS26285	1	1	3	0
BW25113_RS22310	39	32	34	30
BW25113_RS22320	5	2	2	1
BW25113_RS22325	12	18	13	15
BW25113_RS22330	3	8	6	3
BW25113_RS22335	4	2	3	3
BW25113_RS22340	10	5	8	10
BW25113_RS22345	10	5	13	16
BW25113_RS22350	3	9	6	5
BW25113_RS22355	17	20	22	12
BW25113_RS22360	9	12	17	13
BW25113_RS22365	2	3	4	2
BW25113_RS22370	13	23	19	18
BW25113_RS22375	20	18	22	12
BW25113_RS22380	7	10	15	3
BW25113_RS22385	10	7	3	3
BW25113_RS26290	8	2	2	6
BW25113_RS26560	1	3	2	3
BW25113_RS22410	19	35	6	16
BW25113_RS22415	9	13	3	6
BW25113_RS22430	6	5	12	10
BW25113_RS22435	8	7	5	9
BW25113_RS22445	60	64	37	44
BW25113_RS22450	21	18	6	13
BW25113_RS22455	19	6	3	7
BW25113_RS22460	40	36	30	27
BW25113_RS22465	6	10	6	6
BW25113_RS22470	3	10	5	5
BW25113_RS22475	6	14	9	6
BW25113_RS22480	25	24	19	23
BW25113_RS22490	75	49	55	46
BW25113_RS22495	49	55	35	29
BW25113_RS22505	26	26	26	17
BW25113_RS22510	10	5	4	8
BW25113_RS26570	0	0	1	0
BW25113_RS26445	2	0	1	0
BW25113_RS25840	1	1	0	2
BW25113_RS22530	3	2	3	5
BW25113_RS22535	17	20	15	15
BW25113_RS22540	25	26	27	29
BW25113_RS22545	6	4	10	4
BW25113_RS22550	5	9	8	7
BW25113_RS22555	12	9	5	9
BW25113_RS22560	28	21	26	14
BW25113_RS22565	28	24	16	10
BW25113_RS22570	5	5	4	2
BW25113_RS22575	45	32	13	11
BW25113_RS22580	78	74	47	58
BW25113_RS22585	23	18	12	15
BW25113_RS22590	17	19	14	7
BW25113_RS22600	14	17	35	26
BW25113_RS22605	1	0	0	0
BW25113_RS22620	15	14	11	9
BW25113_RS22625	23	13	14	23
BW25113_RS22630	8	2	7	11
BW25113_RS22635	21	23	18	22
BW25113_RS22640	28	46	36	33
BW25113_RS22650	23	19	24	27
BW25113_RS22655	36	35	130	116
BW25113_RS22660	2	4	28	24
BW25113_RS22665	96	75	688	648
BW25113_RS22675	21	22	60	60
BW25113_RS22680	25	21	23	19
BW25113_RS22685	24	12	19	9
BW25113_RS22690	6	13	8	4
BW25113_RS22695	51	50	32	48
BW25113_RS22700	16	16	22	22
BW25113_RS22705	22	21	20	17
BW25113_RS22710	20	23	22	14
BW25113_RS22715	7	5	5	5
BW25113_RS22725	5	6	6	11
BW25113_RS22730	8	5	7	7
BW25113_RS22735	15	10	14	12
BW25113_RS22740	6	2	4	9
BW25113_RS22745	1	0	1	1
BW25113_RS22750	1	0	0	3
BW25113_RS22755	4	4	2	2
BW25113_RS22760	30	16	21	24
BW25113_RS22765	13	12	18	12
BW25113_RS22770	11	12	11	19
BW25113_RS22775	20	13	13	25
BW25113_RS22780	76	67	73	71
BW25113_RS22785	37	41	25	19
BW25113_RS22790	10	14	7	5
BW25113_RS22795	28	27	26	25
BW25113_RS22800	42	44	27	22
BW25113_RS22805	104	99	44	41
BW25113_RS22810	232	225	83	88
BW25113_RS22820	193	179	121	101
BW25113_RS22825	460	473	231	223
BW25113_RS22830	1211	1242	884	921
BW25113_RS22835	718	759	543	562
BW25113_RS22840	24	39	24	17
BW25113_RS25850	24	22	14	19
BW25113_RS25855	14	17	14	11
BW25113_RS22855	23	22	28	23
BW25113_RS22860	40	37	27	41
BW25113_RS22865	26	30	27	28
BW25113_RS26030	2	4	7	3
BW25113_RS22875	103	94	82	73
BW25113_RS22880	41	34	46	39
BW25113_RS22885	8	6	14	7
BW25113_RS22890	11	15	16	11
BW25113_RS22895	33	24	23	20
BW25113_RS22900	141	115	97	103
BW25113_RS22905	11	17	15	20
BW25113_RS22910	12	11	20	15
BW25113_RS22915	19	26	18	19
BW25113_RS22920	20	16	18	6
BW25113_RS22925	363	379	352	343
BW25113_RS22930	69	50	53	48
BW25113_RS22935	21	25	21	17
